st1;st2;st3;st4;chi2;chi2error;offset
15;14;10;13;20541.0538204;15.0161398283;3
15;14;10;13;20249.3016964;14.8140203994;4
15;14;10;13;20035.0813136;14.6147473923;5
15;14;10;13;19891.7634239;14.4282077968;6
15;14;10;13;19806.899969;14.2438553227;7
15;14;10;13;19776.8644716;14.0996634841;8
15;14;10;13;19801.4824519;13.9754290117;9
15;14;10;13;19870.4574161;13.8702685364;10
15;14;10;14;18648.6689888;13.9417305081;0
15;14;10;14;18659.7511669;13.9382526875;1
15;14;10;14;18694.6648777;13.9275259861;2
15;14;10;14;18755.3236461;13.9125522054;3
15;14;10;14;18847.0132982;13.8943695127;4
15;14;10;14;18970.5781041;13.8804893693;5
15;14;10;14;19117.9861617;13.8741199905;6
15;14;10;14;19281.7301505;13.8662566576;7
15;14;10;14;19460.3904234;13.8600623229;8
15;14;10;14;19657.1127436;13.8610465368;9
15;14;10;14;19870.4574161;13.8702685364;10
16;10;10;10;86240.4190647;31.9714703669;0
16;10;10;10;86007.7110586;31.9280097259;1
16;10;10;10;85405.3017786;31.7948959371;2
16;10;10;10;84705.5087676;31.5801023689;3
16;10;10;10;84328.5557406;31.3089257907;4
16;10;10;10;84648.07038;30.9951837423;5
16;10;10;10;85871.8049183;30.6463075112;6
16;10;10;10;88112.0221045;30.2795931485;7
16;10;10;10;91464.221599;29.9266761297;8
16;10;10;10;96058.0504204;29.6775963938;9
16;10;10;10;101890.843867;29.7048101493;10
16;10;10;11;72035.7977597;28.5885425385;0
16;10;10;11;73326.0321516;28.8843264372;1
16;10;10;11;74509.7008375;29.0980041525;2
16;10;10;11;75751.9333087;29.2343775558;3
16;10;10;11;77331.8345947;29.3149357054;4
16;10;10;11;79489.4065189;29.3510747273;5
16;10;10;11;82329.3171126;29.3483488756;6
16;10;10;11;85909.5987899;29.3230197445;7
16;10;10;11;90294.8600851;29.3109608362;8
16;10;10;11;95609.8582478;29.4167840322;9
16;10;10;11;101890.843867;29.7048101493;10
16;10;10;12;63394.0524439;25.8948722763;0
16;10;10;12;65437.5097318;26.4607810415;1
16;10;10;12;67610.4081792;26.9505929249;2
16;10;10;12;70000.4628052;27.3665844804;3
16;10;10;12;72781.3990924;27.7272128605;4
16;10;10;12;76092.8342791;28.0419461305;5
16;10;10;12;79962.2944777;28.3148439485;6
16;10;10;12;84408.5175323;28.5634592288;7
16;10;10;12;89474.0604698;28.8430425154;8
16;10;10;12;95279.9924602;29.2115746747;9
16;10;10;12;101890.843867;29.7048101493;10
16;10;10;13;58255.6046119;23.7743995096;0
16;10;10;13;60605.4782695;24.5529521277;1
16;10;10;13;63287.0960718;25.2601384209;2
16;10;10;13;66332.1803087;25.8962469985;3
16;10;10;13;69835.8584455;26.4773482794;4
16;10;10;13;73862.4760486;27.0113925483;5
16;10;10;13;78381.9131042;27.5134595258;6
16;10;10;13;83384.3984282;27.9971928937;7
16;10;10;13;88896.7176087;28.5056711462;8
16;10;10;13;95037.1646491;29.0605594178;9
16;10;10;13;101890.843867;29.7048101493;10
16;10;10;14;55250.0561634;22.1556035276;0
16;10;10;14;57663.6300504;23.0738101853;1
16;10;10;14;60577.8899934;23.9460005843;2
16;10;10;14;63983.6718172;24.7599653123;3
16;10;10;14;67917.1129309;25.5237851554;4
16;10;10;14;72385.8054611;26.2442346597;5
16;10;10;14;77316.2931492;26.9244804611;6
16;10;10;14;82677.9282414;27.5904795748;7
16;10;10;14;88486.0994269;28.2538332897;8
16;10;10;14;94857.0019887;28.9504001714;9
16;10;10;14;101890.843867;29.7048101493;10
16;10;10;15;53517.333894;21.113874125;0
16;10;10;15;55871.5745552;22.0571063125;1
16;10;10;15;58865.9799693;23.0129742104;2
16;10;10;15;62461.0501437;23.9451080592;3
16;10;10;15;66648.0910381;24.838459384;4
16;10;10;15;71391.3947083;25.6905479996;5
16;10;10;15;76584.5239551;26.5091482885;6
16;10;10;15;82181.3023144;27.2952246143;7
16;10;10;15;88188.742152;28.0751927421;8
16;10;10;15;94721.4334692;28.8697189325;9
16;10;10;15;101890.843867;29.7048101493;10
16;11;10;10;69184.7129859;28.8721767749;0
16;11;10;10;67319.8361576;28.5015039544;1
16;11;10;10;65184.1230886;28.0584520765;2
16;11;10;10;63004.0594283;27.5519585282;3
16;11;10;10;61107.5861448;27.0041242151;4
16;11;10;10;59783.1839005;26.4273626155;5
16;11;10;10;59192.7368091;25.8289246506;6
16;11;10;10;59412.3160797;25.2223523039;7
16;11;10;10;60505.5639306;24.6344382235;8
16;11;10;10;62539.9347366;24.184061302;9
16;11;10;10;65474.1070838;24.0357577941;10
16;11;10;11;55059.2426081;25.4892489466;0
16;11;10;11;54970.02689;25.4578206657;1
16;11;10;11;54753.3560255;25.3615602919;2
16;11;10;11;54547.3850811;25.206233715;3
16;11;10;11;54568.8155876;25.0101341298;4
16;11;10;11;55003.3264988;24.7832536006;5
16;11;10;11;55936.2339976;24.5309660149;6
16;11;10;11;57405.5164875;24.2657788999;7
16;11;10;11;59452.6736743;24.0269199784;8
16;11;10;11;62144.2654159;23.9358881885;9
16;11;10;11;65474.1070838;24.0357577941;10
16;11;10;12;46480.5215451;22.7955786844;0
16;11;10;12;47345.7570419;23.03427527;1
16;11;10;12;48224.1892634;23.2141490644;2
16;11;10;12;49191.5741411;23.3384406396;3
16;11;10;12;50383.0251339;23.4224112849;4
16;11;10;12;51908.3804676;23.4741250037;5
16;11;10;12;53796.9280962;23.4974610879;6
16;11;10;12;56060.2014271;23.5102034909;7
16;11;10;12;58724.614779;23.5804699699;8
16;11;10;12;61856.221166;23.7493489815;9
16;11;10;12;65474.1070838;24.0357577941;10
16;11;10;13;41391.6867684;20.6751059176;0
16;11;10;13;42721.7467282;21.1264463562;1
16;11;10;13;44192.2423963;21.5236945604;2
16;11;10;13;45834.757135;21.8681031577;3
16;11;10;13;47724.5351724;22.1725467038;4
16;11;10;13;49915.4641282;22.4455518587;5
16;11;10;13;52395.8066486;22.7010979191;6
16;11;10;13;55158.7023718;22.9655071811;7
16;11;10;13;58220.2779476;23.2631306621;8
16;11;10;13;61646.3155107;23.6135651831;9
16;11;10;13;65474.1070838;24.0357577941;10
16;11;10;14;38425.0710684;19.0563099356;0
16;11;10;14;39943.1385071;19.6573725076;1
16;11;10;14;41711.6787493;20.2181879901;2
16;11;10;14;43730.6643022;20.7385688693;3
16;11;10;14;46031.0463379;21.2304633613;4
16;11;10;14;48625.120816;21.6969909424;5
16;11;10;14;51470.856958;22.1450628889;6
16;11;10;14;54548.4555578;22.5853708885;7
16;11;10;14;57866.9496339;23.0361241145;8
16;11;10;14;61491.9877842;23.5153116868;9
16;11;10;14;65474.1070838;24.0357577941;10
16;11;10;15;36723.0365026;18.014580533;0
16;11;10;15;38279.7525992;18.6653149769;1
16;11;10;15;40179.9900414;19.32444848;2
16;11;10;15;42400.6967715;19.965119638;3
16;11;10;15;44939.5770326;20.5855793532;4
16;11;10;15;47777.5775827;21.187367744;5
16;11;10;15;50849.9673586;21.7656853517;6
16;11;10;15;54127.6751455;22.325129215;7
16;11;10;15;57614.7495739;22.8782235481;8
16;11;10;15;61376.7829645;23.4442589635;9
16;11;10;15;65474.1070838;24.0357577941;10
16;12;10;10;58197.4153422;26.4043514455;0
16;12;10;10;55087.591494;25.7731345748;1
16;12;10;10;51853.8484218;25.0832932129;2
16;12;10;10;48683.4533347;24.3445323499;3
16;12;10;10;45828.8829005;23.5764081722;4
16;12;10;10;43506.9913842;22.7902161682;5
16;12;10;10;41835.8236075;21.9930636415;6
16;12;10;10;40859.323041;21.195503384;7
16;12;10;10;40615.7981986;20.4240618864;8
16;12;10;10;41132.1532907;19.8289681047;9
16;12;10;10;42346.7287481;19.530276735;10
16;12;10;11;44134.9692172;23.0214236171;0
16;12;10;11;43002.0347982;22.7294512861;1
16;12;10;11;41793.2072548;22.3864014283;2
16;12;10;11;40622.438551;21.9988075368;3
16;12;10;11;39654.7573919;21.5824180869;4
16;12;10;11;39028.7601911;21.1461071533;5
16;12;10;11;38807.0375294;20.6951050058;6
16;12;10;11;39008.2896461;20.23892998;7
16;12;10;11;39655.6486623;19.8330382944;8
16;12;10;11;40778.3055077;19.590894416;9
16;12;10;11;42346.7287481;19.530276735;10
16;12;10;12;35606.431476;20.3277533549;0
16;12;10;12;35588.1771522;20.3059058905;1
16;12;10;12;35558.7547669;20.2389902007;2
16;12;10;12;35581.6731734;20.1310144614;3
16;12;10;12;35759.317065;19.994695242;4
16;12;10;12;36173.9852748;19.8369785564;5
16;12;10;12;36849.052018;19.6616000788;6
16;12;10;12;37787.0040639;19.5015241207;7
16;12;10;12;39001.4349487;19.40962658;8
16;12;10;12;40523.5618302;19.4146146526;9
16;12;10;12;42346.7287481;19.530276735;10
16;12;10;13;30557.1012996;18.2072805882;0
16;12;10;13;31129.8045377;18.3980769767;1
16;12;10;13;31758.8086764;18.5485356967;2
16;12;10;13;32472.8618512;18.6606769795;3
16;12;10;13;33329.3923979;18.7448306609;4
16;12;10;13;34370.1330223;18.8127320893;5
16;12;10;13;35590.6670271;18.8853215272;6
16;12;10;13;36983.1417293;18.9775923823;7
16;12;10;13;38555.2294701;19.1082742503;8
16;12;10;13;40339.8705774;19.2887162193;9
16;12;10;13;42346.7287481;19.530276735;10
16;12;10;14;27621.4859614;16.5884846062;0
16;12;10;14;28481.1768396;16.9370198893;1
16;12;10;14;29460.3025103;17.2566243366;2
16;12;10;14;30563.3859964;17.5508100911;3
16;12;10;14;31815.2651256;17.8245778542;4
16;12;10;14;33228.153573;18.0919391125;5
16;12;10;14;34777.7266157;18.3583241113;6
16;12;10;14;36449.5131735;18.6211107204;7
16;12;10;14;38247.5184505;18.8962254898;8
16;12;10;14;40206.1140239;19.1969260273;9
16;12;10;14;42346.7287481;19.530276735;10
16;12;10;15;25943.8866064;15.5467552036;0
16;12;10;15;26920.2446221;15.9670796038;1
16;12;10;15;28072.1157701;16.395381821;2
16;12;10;15;29386.8201232;16.8135893234;3
16;12;10;15;30865.1728019;17.2214193608;4
16;12;10;15;32497.5542091;17.6187639323;5
16;12;10;15;34245.1253519;18.0049006243;6
16;12;10;15;36089.1250656;18.378152014;7
16;12;10;15;38031.2750095;18.7497650658;8
16;12;10;15;40107.1238841;19.1309371601;9
16;12;10;15;42346.7287481;19.530276735;10
16;13;10;10;51165.5336166;24.4616651124;0
16;13;10;10;47109.7782838;23.6253464628;1
16;13;10;10;43088.2882341;22.7412309955;2
16;13;10;10;39255.7584715;21.8196279629;3
16;13;10;10;35804.022529;20.8780903332;4
16;13;10;10;32891.162762;19.9270335069;5
16;13;10;10;30596.1503824;18.9734517309;6
16;13;10;10;28935.5733634;18.0255446885;7
16;13;10;10;27927.8179086;17.1201161076;8
16;13;10;10;27573.461735;16.4076594546;9
16;13;10;10;27801.3474577;16.0074636308;10
16;13;10;11;37152.700547;21.0787372841;0
16;13;10;11;35232.2427366;20.5816631741;1
16;13;10;11;33319.0123074;20.0443392109;2
16;13;10;11;31506.2091783;19.4739031497;3
16;13;10;11;29916.9477059;18.8841002479;4
16;13;10;11;28650.37346;18.282924492;5
16;13;10;11;27746.6242303;17.6754930953;6
16;13;10;11;27207.1600174;17.0745101331;7
16;13;10;11;27040.674402;16.5352167789;8
16;13;10;11;27252.5361078;16.1779367561;9
16;13;10;11;27801.3474577;16.0074636308;10
16;13;10;12;28663.6674061;18.3850670219;0
16;13;10;12;27984.0227898;18.1581177784;1
16;13;10;12;27316.560596;17.8969279834;2
16;13;10;12;26713.4494845;17.6061100743;3
16;13;10;12;26250.0726733;17.296377403;4
16;13;10;12;25984.6626307;16.9737958951;5
16;13;10;12;25931.3751756;16.647429194;6
16;13;10;12;26083.5111558;16.3473761517;7
16;13;10;12;26444.5920412;16.1348719896;8
16;13;10;12;27024.0068328;16.0149601796;9
16;13;10;12;27801.3474577;16.0074636308;10
16;13;10;13;23645.435479;16.2645942551;0
16;13;10;13;23656.0411274;16.2502888646;1
16;13;10;13;23699.2468548;16.2064734794;2
16;13;10;13;23799.869667;16.1357725924;3
16;13;10;13;24000.0759244;16.0465128219;4
16;13;10;13;24329.6427179;15.9653601545;5
16;13;10;13;24785.3531468;15.8825393467;6
16;13;10;13;25356.5090108;15.8501376738;7
16;13;10;13;26044.1478989;15.844972831;8
16;13;10;13;26860.9517089;15.9039175662;9
16;13;10;13;27801.3474577;16.0074636308;10
16;13;10;14;20734.2238044;14.6457982731;0
16;13;10;14;21109.7348466;14.795542618;1
16;13;10;14;21544.0573878;14.9260732896;2
16;13;10;14;22043.5974199;15.0413879947;3
16;13;10;14;22627.1431084;15.1509540543;4
16;13;10;14;23304.4561572;15.2691956544;5
16;13;10;14;24060.587086;15.3853770595;6
16;13;10;14;24883.1947898;15.505109183;7
16;13;10;14;25772.3470764;15.6522417898;8
16;13;10;14;26743.3889014;15.8203134716;9
16;13;10;14;27801.3474577;16.0074636308;10
16;13;10;15;19075.8599883;13.6040688705;0
16;13;10;15;19629.4547652;13.8457132941;1
16;13;10;15;20268.8362242;14.0930851166;2
16;13;10;15;20987.7902161;14.3373879489;3
16;13;10;15;21788.3435599;14.5767091801;4
16;13;10;15;22665.9156818;14.8181184257;5
16;13;10;15;23597.4869092;15.0575237555;6
16;13;10;15;24570.3478523;15.2922390043;7
16;13;10;15;25584.4088932;15.5223087966;8
16;13;10;15;26657.1630512;15.7586438643;9
16;13;10;15;27801.3474577;16.0074636308;10
16;14;10;10;46645.16017;22.9371849564;0
16;14;10;10;41868.1405823;21.9399172195;1
16;14;10;10;37275.7545891;20.9033494426;2
16;14;10;10;32996.0886495;19.8382650591;3
16;14;10;10;29172.6247245;18.7606450563;4
16;14;10;10;25915.852585;17.6802142051;5
16;14;10;10;23271.2664001;16.6038780338;6
16;14;10;10;21232.714049;15.5379896753;7
16;14;10;10;19802.960806;14.5274176926;8
16;14;10;10;18965.376626;13.7272043992;9
16;14;10;10;18645.3683904;13.2518304928;10
16;14;10;11;32671.2598488;19.554257128;0
16;14;10;11;30153.8450331;18.8962339308;1
16;14;10;11;27735.1210939;18.206457658;2
16;14;10;11;25490.9550149;17.4925402459;3
16;14;10;11;23510.8065814;16.7666549711;4
16;14;10;11;21861.3905583;16.0361051902;5
16;14;10;11;20562.4105122;15.3059193981;6
16;14;10;11;19600.5240758;14.5974020443;7
16;14;10;11;18973.1071674;13.9597345025;8
16;14;10;11;18670.2859328;13.5156195554;9
16;14;10;11;18645.3683904;13.2518304928;10
16;14;10;12;24213.2270698;16.8605868658;0
16;14;10;12;23035.6056093;16.4726885352;1
16;14;10;12;21914.7268634;16.0590464305;2
16;14;10;12;20892.8122992;15.6247471705;3
16;14;10;12;20023.2931111;15.1789321261;4
16;14;10;12;19344.0435919;14.7269765934;5
16;14;10;12;18859.1707368;14.2883024212;6
16;14;10;12;18553.4934724;13.8783823583;7
16;14;10;12;18422.6421007;13.5708631987;8
16;14;10;12;18462.3278307;13.3648612642;9
16;14;10;12;18645.3683904;13.2518304928;10
16;14;10;13;19219.3988063;14.7401140991;0
16;14;10;13;18809.9453642;14.5648596214;1
16;14;10;13;18440.7298213;14.3685919265;2
16;14;10;13;18132.4360894;14.1544096887;3
16;14;10;13;17914.4908185;13.9370144396;4
16;14;10;13;17805.8165677;13.7309479709;5
16;14;10;13;17801.3230586;13.5392914434;6
16;14;10;13;17886.8056622;13.3996739149;7
16;14;10;13;18058.1081555;13.30039995;8
16;14;10;13;18315.4664528;13.2569726395;9
16;14;10;13;18645.3683904;13.2518304928;10
16;14;10;14;16327.3373673;13.1213181171;0
16;14;10;14;16343.9335538;13.1150656675;1
16;14;10;14;16398.0049658;13.0982517373;2
16;14;10;14;16496.3869868;13.0762526031;3
16;14;10;14;16652.3572309;13.0650694416;4
16;14;10;14;16872.2806446;13.0559431621;5
16;14;10;14;17145.7498703;13.0554388556;6
16;14;10;14;17460.8217821;13.0796482165;7
16;14;10;14;17814.4870663;13.1215804991;8
16;14;10;14;18210.6113294;13.176915168;9
16;14;10;14;18645.3683904;13.2518304928;10
16;14;10;15;14684.0682151;12.0795887145;0
16;14;10;15;14926.9434534;12.1860903694;1
16;14;10;15;15211.4310413;12.2946606258;2
16;14;10;15;15535.3424794;12.4056905442;3
16;14;10;15;15900.8922277;12.5212952453;4
16;14;10;15;16305.9813469;12.6407399295;5
16;14;10;15;16737.1891352;12.7610572739;6
16;14;10;15;17185.2817271;12.877829613;7
16;14;10;15;17648.7608085;12.9961282759;8
16;14;10;15;18134.4019734;13.1219153424;9
16;14;10;15;18645.3683904;13.2518304928;10
16;15;10;10;43700.4479064;21.7355540153;0
16;15;10;10;38367.9471738;20.6114224408;1
16;15;10;10;33354.8640005;19.4546881851;2
16;15;10;10;28767.661727;18.2765084424;3
16;15;10;10;24711.2374707;17.0916251281;4
16;15;10;10;21257.6547489;15.9092186423;5
16;15;10;10;18424.2758066;14.7361245833;6
16;15;10;10;16186.2350115;13.5772405901;7
16;15;10;10;14533.9927036;12.4837921171;8
16;15;10;10;13439.4942729;11.6291206907;9
16;15;10;10;12827.9283098;11.08748612;10
16;15;10;11;29757.2352888;18.3526261869;0
16;15;10;11;26782.3212118;17.5677391521;1
16;15;10;11;23994.4518215;16.7577964005;2
16;15;10;11;21455.1822353;15.9307836293;3
16;15;10;11;19226.9719151;15.0976350428;4
16;15;10;11;17350.0602418;14.2651096274;5
16;15;10;11;15826.2995136;13.4381659477;6
16;15;10;11;14629.8905529;12.6448874694;7
16;15;10;11;13749.2962799;11.9317294248;8
16;15;10;11;13164.7672793;11.424969183;9
16;15;10;11;12827.9283098;11.08748612;10
16;15;10;12;21323.6377206;15.6589559247;0
16;15;10;12;19766.5354785;15.1441937564;1
16;15;10;12;18317.5595587;14.6103851729;2
16;15;10;12;17010.4411769;14.0629905539;3
16;15;10;12;15880.8354263;13.5099121979;4
16;15;10;12;14949.6571447;12.9559810305;5
16;15;10;12;14211.3480737;12.4287834811;6
16;15;10;12;13643.252254;11.9397749546;7
16;15;10;12;13234.7878322;11.5590866849;8
16;15;10;12;12973.0238573;11.2771276548;9
16;15;10;12;12827.9283098;11.08748612;10
16;15;10;13;16349.0449959;13.538483158;0
16;15;10;13;15621.5273695;13.2363648426;1
16;15;10;13;14956.5280932;12.9199306689;2
16;15;10;13;14370.8236366;12.5932428045;3
16;15;10;13;13883.325909;12.2757693802;4
16;15;10;13;13503.489009;11.969731989;5
16;15;10;13;13223.0014825;11.6965678185;6
16;15;10;13;13024.1056141;11.4746821285;7
16;15;10;13;12898.5591449;11.3019285287;8
16;15;10;13;12838.926769;11.1748751676;9
16;15;10;13;12827.9283098;11.08748612;10
16;15;10;14;13472.0782209;11.919687176;0
16;15;10;14;13218.8055401;11.7906950068;1
16;15;10;14;13002.4504768;11.6597527018;2
16;15;10;14;12829.5372304;11.5374109416;3
16;15;10;14;12708.5268667;11.4217736468;4
16;15;10;14;12642.1942636;11.3161892227;5
16;15;10;14;12621.9677359;11.2348804446;6
16;15;10;14;12635.4286166;11.1722877958;7
16;15;10;14;12677.149981;11.1286420351;8
16;15;10;14;12744.0881397;11.0993169054;9
16;15;10;14;12827.9283098;11.08748612;10
16;15;10;15;11840.7070361;10.8779577734;0
16;15;10;15;11851.702084;10.8794455649;1
16;15;10;15;11885.7503811;10.8836749909;2
16;15;10;15;11943.1868984;10.891678528;3
16;15;10;15;12025.9009961;10.9059587568;4
16;15;10;15;12132.837153;10.9265386959;5
16;15;10;15;12256.3962653;10.9519434162;6
16;15;10;15;12389.2947197;10.9800851622;7
16;15;10;15;12528.9316827;11.0116436797;8
16;15;10;15;12675.7740188;11.0491416264;9
16;15;10;15;12827.9283098;11.08748612;10
17;10;10;10;82732.5735149;31.2973003676;0
17;10;10;10;82468.6297801;31.2508101392;1
17;10;10;10;81784.986283;31.1084171535;2
17;10;10;10;80988.2633836;30.8786505924;3
17;10;10;10;80545.0102692;30.5885706315;4
17;10;10;10;80876.7707638;30.2529580143;5
17;10;10;10;82223.9743759;29.8797620544;6
17;10;10;10;84713.7196048;29.4874844887;7
17;10;10;10;88446.100926;29.1109167171;8
17;10;10;10;93551.7266936;28.9550321581;9
17;10;10;10;100022.160885;29.1958906953;10
17;10;10;11;68897.4181304;27.9143725392;0
17;10;10;11;70097.5113412;28.2071268506;1
17;10;10;11;71160.9788887;28.4115253689;2
17;10;10;11;72282.392691;28.5329257792;3
17;10;10;11;73780.2290356;28.5945805462;4
17;10;10;11;75934.8425307;28.6088489994;5
17;10;10;11;78877.1005658;28.5818034187;6
17;10;10;11;82675.4374834;28.5309110846;7
17;10;10;11;87397.3025866;28.5259166033;8
17;10;10;11;93168.9265637;28.7360666687;9
17;10;10;11;100022.160885;29.1958906953;10
17;10;10;12;60549.8615806;25.220702277;0
17;10;10;12;62456.2739773;25.7835814549;1
17;10;10;12;64477.9437143;26.2641141413;2
17;10;10;12;66728.1581312;26.6651327038;3
17;10;10;12;69414.4766469;27.0068577013;4
17;10;10;12;72710.8469303;27.2997204026;5
17;10;10;12;76665.8363834;27.5482984917;6
17;10;10;12;81305.0543291;27.7870061523;7
17;10;10;12;86672.5018972;28.1108184392;8
17;10;10;12;92891.1294603;28.5831125551;9
17;10;10;12;100022.160885;29.1958906953;10
17;10;10;13;55643.0008418;23.1002295103;0
17;10;10;13;57818.9067374;23.8757525411;1
17;10;10;13;60324.8707456;24.5736596373;2
17;10;10;13;63215.1409073;25.1947952219;3
17;10;10;13;66614.3196122;25.7569931202;4
17;10;10;13;70616.3420257;26.2764171398;5
17;10;10;13;75208.0689619;26.7625456098;6
17;10;10;13;80383.8215258;27.2663917491;7
17;10;10;13;86170.7299443;27.8205597328;8
17;10;10;13;92689.2904178;28.4751723749;9
17;10;10;13;100022.160885;29.1958906953;10
17;10;10;14;52819.1852455;21.4877845634;0
17;10;10;14;55029.8169637;22.4037326621;1
17;10;10;14;57749.256068;23.2620672538;2
17;10;10;14;60988.4734063;24.0646132323;3
17;10;10;14;64809.6606735;24.8163902949;4
17;10;10;14;69246.2793326;25.5305583458;5
17;10;10;14;74238.6675955;26.2187882364;6
17;10;10;14;79758.0890891;26.9073034512;7
17;10;10;14;85819.4143622;27.6305132774;8
17;10;10;14;92541.2927874;28.3904687045;9
17;10;10;14;100022.160885;29.1958906953;10
17;10;10;15;51229.7090639;20.4743756814;0
17;10;10;15;53358.1692506;21.4028941951;1
17;10;10;15;56142.6459129;22.351945178;2
17;10;10;15;59561.8896532;23.271009563;3
17;10;10;15;63630.5644901;24.1599266174;4
17;10;10;15;68335.8994175;25.0220466563;5
17;10;10;15;73582.7401448;25.861240739;6
17;10;10;15;79325.1025466;26.6850846826;7
17;10;10;15;85568.8007844;27.4989148045;8
17;10;10;15;92431.0774974;28.3246647754;9
17;10;10;15;100022.160885;29.1958906953;10
17;10;10;16;50363.9093189;19.9485110744;0
17;10;10;16;52357.5570613;20.8234473851;1
17;10;10;16;55128.6579904;21.7884360066;2
17;10;10;16;58631.4532436;22.7855479417;3
17;10;10;16;62843.742148;23.7704529696;4
17;10;10;16;67716.7759242;24.7288558831;5
17;10;10;16;73127.8286888;25.645734597;6
